Vendor,SystemName,Chips,CoresPer Chip,M Value,M Value Per Core,Published Date
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant SL165z G7 (2.2 GHz AMD Opteron 6174) (AMD Opteron 6174, 2CPU x 12Cores, 2.20GHz, L3 12MB)",2,12,673000,"28,042",01-Mar-10
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant SL170z G6 (2.93 GHz, Intel Xeon X5570) (Intel Xeon X5570, 2CPU x 4Cores, 2.93GHz, L3 8MB)",2,4,550000,"68,750",01-Sep-09
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant SL210t Gen8 (2.70 GHz, Intel Xeon E5-2697 v2) (Intel Xeon E5-2697 v2, 2CPU x 12Cores, 2.70GHz, L3 30MB)",2,12,2050000,"85,417",01-Sep-13
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant SL230s Gen8 (2.40 GHz, Intel Xeon E5-2695 v2) (Intel Xeon E5-2695 v2, 2CPU x 12Cores, 2.40GHz, L3 30MB)",2,12,1980000,"82,500",01-Sep-13
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant SL230s Gen8 (2.70 GHz, Intel Xeon E5-2680) (Intel Xeon E5-2680, 2CPU x 8Cores, 2.70GHz, L3 20MB)",2,8,1420000,"88,750",01-Jun-12
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant SL2x170z G6 (2.93 GHz, Intel Xeon X5570) (Intel Xeon X5570, 2CPU x 4Cores, 2.93GHz, L3 8MB)",2,4,550000,"68,750",01-Sep-09
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant SL4540 Gen8 (2.40 GHz, Intel Xeon E5-2470 v2) (Intel Xeon E5-2470 v2, 1CPU x 10Cores, 2.40GHz)",1,10,839000,"83,900",01-Jan-14
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant XL170r Gen9 (2.30 GHz, Intel Xeon E5-2699 v3) (Intel Xeon E5-2699 v3, 2CPU x 18Cores, 2.30GHz)",2,18,2820000,"78,333",01-Mar-15
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant XL220a Gen8 v2 (3.60 GHz, Intel Xeon E3-1280 v3) (Intel Xeon E3-1280 v3, 1CPU x 4Cores, 3.60GHz)",1,4,494000,"123,500",01-Jun-14
Hewlett-Packard Company,"Hewlett-Packard Company - ProLiant XL220a Gen8 v2 (3.70 GHz, Intel Xeon E3-1281 v3) (Intel Xeon E3-1281 v3, 1CPU x 4Cores, 3.70GHz)",1,4,507000,"126,750",01-Jun-14
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant BL460c (3.00 GHz, Intel Xeon processor X5365) (Intel Xeon X5365, 1CPU x 4Cores, 3.00GHz)",1,4,121000,"30,250",01-Nov-07
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant BL460c (3.00 GHz, Intel Xeon processor X5365) (Intel Xeon X5365, 2CPU x 4Cores, 3.00GHz)",2,4,218000,"27,250",01-Nov-07
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant BL460c Gen9 (3.50 GHz, Intel Xeon E5-2637 v3) (Intel Xeon E5-2637 v3, 2CPU x 4Cores, 3.50GHz)",2,4,1050000,"131,250",01-Sep-14
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL165 G6 (2.6 GHz AMD Opteron 2435) (AMD Opteron 2435, 1CPU x 6Cores, 2.60GHz, L3 6MB)",1,6,183000,"30,500",01-Jun-09
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL165 G6 (2.6 GHz AMD Opteron 2435) (AMD Opteron 2435, 2CPU x 6Cores, 2.60GHz, L3 6MB)",2,6,358000,"29,833",01-Jun-09
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL320 G5p (2.40 GHz, Intel Xeon processor X3220) (Intel Xeon X3220, 1CPU x 4Cores, 2.40GHz)",1,4,118000,"29,500",01-Nov-07
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL365 (AMD Opteron 2220 SE) (AMD Opteron 2220 SE, 1CPU x 2Cores, 2.80GHz)",1,2,53900,"26,950",01-Apr-07
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL365 (AMD Opteron 2220 SE) (AMD Opteron 2220 SE, 2CPU x 2Cores, 2.80GHz)",2,2,107000,"26,750",01-Apr-07
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL585 G2 (AMD Opteron 8216) (AMD Opteron 8216, 4CPU x 2Cores, 2.40GHz)",4,2,179000,"22,375",01-Mar-07
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL585 G2 (AMD Opteron 8218) (AMD Opteron 8218, 4CPU x 2Cores, 2.60GHz)",4,2,193000,"24,125",01-Mar-07
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL585 G2 (AMD Opteron 8222 SE) (AMD Opteron 8222 SE, 2CPU x 2Cores, 3.00GHz)",2,2,113000,"28,250",01-May-07
Hewlett-Packard Company,"Hewlett-Packard Company - Proliant DL585 G2 (AMD Opteron 8222 SE) (AMD Opteron 8222 SE, 4CPU x 2Cores, 3.00GHz)",4,2,215000,"26,875",01-May-07
Hewlett-Packard Company,"Hewlett-Packard Company - hp server rp8400 (875MHz PA-8700+) (PA-8700+, 16CPU x 1Cores, .88GHz)",16,1,129000,"8,063",01-Oct-01
Hewlett-Packard Company,"Hewlett-Packard Company - hp server rp8400 (875MHz PA-8700+) (PA-8700+, 4CPU x 1Cores, .88GHz)",4,1,33700,"8,425",01-Oct-01
Hewlett-Packard Company,"Hewlett-Packard Company - hp server rp8400 (875MHz PA-8700+) (PA-8700+, 8CPU x 1Cores, .88GHz)",8,1,65400,"8,175",01-Oct-01
Huawei,"Huawei - CH121 (Intel Xeon E5-2670 V2) (Intel Xeon E5-2670 v2, 2CPU x 10Cores, 2.50GHz)",2,10,1820000,"91,000",01-Nov-13
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2603 v3) (Intel Xeon E5-2603 v3, 2CPU x 6Cores, 1.60GHz)",2,6,690000,"57,500",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2609 v3) (Intel Xeon E5-2609 v3, 2CPU x 6Cores, 1.90GHz)",2,6,690000,"57,500",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2618L v3) (Intel Xeon E5-2618L v3, 2CPU x 8Cores, 2.30GHz)",2,8,1500000,"93,750",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2620 v3) (Intel Xeon E5-2620 v3, 2CPU x 6Cores, 2.40GHz)",2,6,1170000,"97,500",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2623 v3) (Intel Xeon E5-2623 v3, 2CPU x 4Cores, 3.00GHz)",2,4,939000,"117,375",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2630 v3) (Intel Xeon E5-2630 v3, 2CPU x 8Cores, 2.40GHz)",2,8,1420000,"88,750",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2630L v3) (Intel Xeon E5-2630L v3, 2CPU x 8Cores, 1.80GHz)",2,8,1280000,"80,000",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2637 v3) (Intel Xeon E5-2637 v3, 2CPU x 4Cores, 3.50GHz)",2,4,1050000,"131,250",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2640 v3) (Intel Xeon E5-2640 v3, 2CPU x 8Cores, 2.60GHz)",2,8,1620000,"101,250",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2643 v3) (Intel Xeon E5-2643 v3, 2CPU x 6Cores, 3.40GHz)",2,6,1530000,"127,500",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2650 v3) (Intel Xeon E5-2650 v3, 2CPU x 10Cores, 2.30GHz)",2,10,1630000,"81,500",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2650L v3) (Intel Xeon E5-2650L v3, 2CPU x 12Cores, 1.80GHz)",2,12,1740000,"72,500",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2650L v4) (Intel Xeon E5-2650L v4, 2CPU x 14Cores, 1.70GHz)",2,14,2210000,"78,929",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2658 v3) (Intel Xeon E5-2658 v3, 2CPU x 12Cores, 2.20GHz)",2,12,2160000,"90,000",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2658A v3) (Intel Xeon E5-2658A v3, 2CPU x 12Cores, 2.20GHz)",2,12,2160000,"90,000",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2660 v3) (Intel Xeon E5-2660 v3, 2CPU x 10Cores, 2.60GHz)",2,10,1840000,"92,000",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2660 v4) (Intel Xeon E5-2660 v4, 2CPU x 14Cores, 2.00GHz)",2,14,2580000,"92,143",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2667 v3) (Intel Xeon E5-2667 v3, 2CPU x 8Cores, 3.20GHz)",2,8,1840000,"115,000",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2667 v4) (Intel Xeon E5-2667 v4, 2CPU x 8Cores, 3.20GHz)",2,8,2090000,"130,625",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2670 v3) (Intel Xeon E5-2670 v3, 2CPU x 12Cores, 2.30GHz)",2,12,2250000,"93,750",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2680 v3) (Intel Xeon E5-2680 v3, 2CPU x 12Cores, 2.50GHz)",2,12,2410000,"100,417",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2680 v4) (Intel Xeon E5-2680 v4, 2CPU x 14Cores, 2.40GHz)",2,14,2930000,"104,643",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2683 v3) (Intel Xeon E5-2683 v3, 2CPU x 14Cores, 2.00GHz)",2,14,2470000,"88,214",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2683 v4) (Intel Xeon E5-2683 v4, 2CPU x 16Cores, 2.10GHz)",2,16,2930000,"91,563",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2690 v3) (Intel Xeon E5-2690 v3, 2CPU x 12Cores, 2.60GHz)",2,12,2320000,"96,667",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2690 v4) (Intel Xeon E5-2690 v4, 2CPU x 14Cores, 2.60GHz)",2,14,2650000,"94,643",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2695 v3) (Intel Xeon E5-2695 v3, 2CPU x 14Cores, 2.30GHz)",2,14,2510000,"89,643",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2695 v4) (Intel Xeon E5-2695 v4, 2CPU x 18Cores, 2.10GHz)",2,18,3270000,"90,833",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2698 v3) (Intel Xeon E5-2698 v3, 2CPU x 16Cores, 2.30GHz)",2,16,2790000,"87,188",01-Sep-14
Huawei,"Huawei - Huawei 5288 V3 (Intel Xeon E5-2698 v4) (Intel Xeon E5-2698 v4, 2CPU x 20Cores, 2.20GHz)",2,20,3500000,"87,500",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3(Intel Xeon E5-2603 v4) (Intel Xeon E5-2603 v4, 2CPU x 6Cores, 1.70GHz)",2,6,731000,"60,917",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3(Intel Xeon E5-2609 v4) (Intel Xeon E5-2609 v4, 2CPU x 8Cores, 1.70GHz)",2,8,969000,"60,563",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3(Intel Xeon E5-2620 v4) (Intel Xeon E5-2620 v4, 2CPU x 8Cores, 2.10GHz)",2,8,1500000,"93,750",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3(Intel Xeon E5-2623 v4) (Intel Xeon E5-2623 v4, 2CPU x 4Cores, 2.60GHz)",2,4,887000,"110,875",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3(Intel Xeon E5-2630 v4) (Intel Xeon E5-2630 v4, 2CPU x 10Cores, 2.20GHz)",2,10,1670000,"83,500",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3(Intel Xeon E5-2630L v4) (Intel Xeon E5-2630L v4, 2CPU x 10Cores, 1.80GHz)",2,10,1630000,"81,500",01-Mar-16
Huawei,"Huawei - Huawei 5288 V3(Intel Xeon E5-2637 v4) (Intel Xeon E5-2637 v4, 2CPU x 4Cores, 3.50GHz)",2,4,1120000,"140,000",01-Mar-16
Huawei,"Huawei - Huawei BH620 V2 (Intel Xeon E5-2403) (Intel Xeon E5-2403, 2CPU x 4Cores, 1.80GHz, L3 10MB)",2,4,371000,"46,375",01-May-12
Huawei,"Huawei - Huawei BH620 V2 (Intel Xeon E5-2420) (Intel Xeon E5-2420, 2CPU x 6Cores, 1.90GHz, L3 15MB)",2,6,790000,"65,833",01-May-12
Huawei,"Huawei - Huawei BH620 V2 (Intel Xeon E5-2430) (Intel Xeon E5-2430, 2CPU x 6Cores, 2.20GHz, L3 15MB)",2,6,877000,"73,083",01-May-12
Huawei,"Huawei - Huawei BH620 V2 (Intel Xeon E5-2430L) (Intel Xeon E5-2430L, 2CPU x 6Cores, 2.00GHz, L3 15MB)",2,6,819000,"68,250",01-May-12
Huawei,"Huawei - Huawei BH620 V2 (Intel Xeon E5-2440) (Intel Xeon E5-2440, 2CPU x 6Cores, 2.40GHz, L3 15MB)",2,6,937000,"78,083",01-May-12
Huawei,"Huawei - Huawei BH620 V2 (Intel Xeon E5-2450) (Intel Xeon E5-2450, 2CPU x 8Cores, 2.10GHz, L3 20MB)",2,8,1190000,"74,375",01-May-12
Huawei,"Huawei - Huawei BH620 V2 (Intel Xeon E5-2450L) (Intel Xeon E5-2450L, 2CPU x 8Cores, 1.80GHz, L3 20MB)",2,8,951000,"59,438",01-May-12
Huawei,"Huawei - Huawei BH620 V2 (Intel Xeon E5-2470) (Intel Xeon E5-2470, 2CPU x 8Cores, 2.30GHz, L3 20MB)",2,8,1260000,"78,750",01-May-12
Huawei,"Huawei - Huawei BH620, Intel Xeon E5620 (Intel Xeon E5620, 2CPU x 4Cores, 2.40GHz, L3 12MB)",2,4,472000,"59,000",01-Feb-10
Huawei,"Huawei - Huawei BH620, Intel Xeon E5645 (Intel Xeon E5645, 2CPU x 6Cores, 2.40GHz, L3 12MB)",2,6,662000,"55,167",01-May-11
Huawei,"Huawei - Huawei BH620, Intel Xeon X5670 (Intel Xeon X5670, 2CPU x 6Cores, 2.93GHz, L3 12MB)",2,6,817000,"68,083",01-Apr-11
Huawei,"Huawei - Huawei BH621 (Intel Xeon E5-2403, 2CPU x 4Cores, 1.80GHz)",2,4,394000,"49,250",01-Nov-13
Huawei,"Huawei - Huawei BH621 V2 (Intel Xeon E5-2430L) (Intel Xeon E5-2430L, 2CPU x 6Cores, 2.00GHz, L3 15MB)",2,6,819000,"68,250",01-May-12
Huawei,"Huawei - Huawei BH621 V2 (Intel Xeon E5-2440) (Intel Xeon E5-2440, 2CPU x 6Cores, 2.40GHz, L3 15MB)",2,6,935000,"77,917",01-May-12
Huawei,"Huawei - Huawei BH622 (Intel Xeon E5-2603, 2CPU x 4Cores, 1.80GHz)",2,4,396000,"49,500",01-Nov-13
Huawei,"Huawei - Huawei BH622 (Intel Xeon E5-2658 v2) (Intel Xeon E5-2658 v2, 2CPU x 10Cores, 2.40GHz)",2,10,1680000,"84,000",01-Nov-13
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2603 v2) (Intel Xeon E5-2603 v2, 2CPU x 4Cores, 1.80GHz)",2,4,409000,"51,125",01-Nov-13
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2609) (Intel Xeon E5-2609, 2CPU x 4Cores, 2.40GHz, L3 10MB)",2,4,488000,"61,000",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2620 v2) (Intel Xeon E5-2620 v2, 2CPU x 6Cores, 2.10GHz)",2,6,956000,"79,667",01-Sep-13
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2620) (Intel Xeon E5-2620, 2CPU x 6Cores, 2.00GHz, L3 15MB)",2,6,841000,"70,083",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2630 v2) (Intel Xeon E5-2630 v2, 2CPU x 6Cores, 2.60GHz)",2,6,1120000,"93,333",01-Nov-13
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2630) (Intel Xeon E5-2630, 2CPU x 6Cores, 2.30GHz, L3 15MB)",2,6,933000,"77,750",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2630L) (Intel Xeon E5-2630L, 2CPU x 6Cores, 2.00GHz, L3 15MB)",2,6,843000,"70,250",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2640) (Intel Xeon E5-2640, 2CPU x 6Cores, 2.50GHz, L3 15MB)",2,6,995000,"82,917",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2643) (Intel Xeon E5-2643, 2CPU x 4Cores, 3.30GHz, L3 10MB)",2,4,810000,"101,250",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2650 v2) (Intel Xeon E5-2650 v2, 2CPU x 8Cores, 2.60GHz)",2,8,1540000,"96,250",01-Nov-13
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2650) (Intel Xeon E5-2650, 2CPU x 8Cores, 2.00GHz, L3 20MB)",2,8,1160000,"72,500",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2650L) (Intel Xeon E5-2650L, 2CPU x 8Cores, 1.80GHz, L3 20MB)",2,8,984000,"61,500",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2660 V2) (Intel Xeon E5-2660 v2, 2CPU x 10Cores, 2.20GHz)",2,10,1630000,"81,500",01-Nov-13
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2660 v2) (Intel Xeon E5-2660 v2, 2CPU x 10Cores, 2.20GHz)",2,10,1670000,"83,500",01-Nov-13
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2660) (Intel Xeon E5-2660, 2CPU x 8Cores, 2.20GHz, L3 20MB)",2,8,1280000,"80,000",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2665) (Intel Xeon E5-2665, 2CPU x 8Cores, 2.40GHz, L3 20MB)",2,8,1310000,"81,875",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2667 v2) (Intel Xeon E5-2667 v2, 2CPU x 8Cores, 3.30GHz)",2,8,1800000,"112,500",01-Nov-13
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2667) (Intel Xeon E5-2667, 2CPU x 6Cores, 2.90GHz, L3 15MB)",2,6,1130000,"94,167",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2670) (Intel Xeon E5-2670, 2CPU x 8Cores, 2.60GHz, L3 20MB)",2,8,1390000,"86,875",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2680) (Intel Xeon E5-2680, 2CPU x 8Cores, 2.70GHz, L3 20MB)",2,8,1410000,"88,125",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2690) (Intel Xeon E5-2690, 2CPU x 8Cores, 2.90GHz, L3 20MB)",2,8,1490000,"93,125",01-Mar-12
Huawei,"Huawei - Huawei BH622 V2 (Intel Xeon E5-2697 V2) (Intel Xeon E5-2697 v2, 2CPU x 12Cores, 2.70GHz)",2,12,2100000,"87,500",01-Nov-13
Huawei,"Huawei - Huawei BH622 v2 (Intel Xeon E5-2658) (Intel Xeon E5-2658, 2CPU x 8Cores, 2.10GHz)",2,8,1080000,"67,500",01-Nov-13
Huawei,"Huawei - Huawei BH622 v2 (Intel Xeon E5-2680 v2) (Intel Xeon E5-2680 v2, 2CPU x 10Cores, 2.80GHz)",2,10,1920000,"96,000",01-Nov-13
Huawei,"Huawei - Huawei BH622 v2 (Intel Xeon E5-2695 v2) (Intel Xeon E5-2695 v2, 2CPU x 12Cores, 2.40GHz)",2,12,2060000,"85,833",01-Nov-13
Huawei,"Huawei - Huawei BH622 v2 (Intel Xeon E5-2697 v2) (Intel Xeon E5-2697 v2, 2CPU x 12Cores, 2.70GHz)",2,12,2170000,"90,417",01-Nov-13
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4603 v2) (Intel Xeon E5-4603 v2, 4CPU x 4Cores, 2.20GHz)",4,4,1140000,"71,250",01-Apr-14
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4603, 4CPU x 4Cores, 2.00GHz)",4,4,997000,"62,313",01-Nov-13
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4607 v2) (Intel Xeon E5-4607 v2, 4CPU x 6Cores, 2.60GHz)",4,6,1810000,"75,417",01-Apr-14
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4610 v2) (Intel Xeon E5-4610 v2, 4CPU x 8Cores, 2.30GHz)",4,8,2070000,"64,688",01-Apr-14
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4620 v2) (Intel Xeon E5-4620 v2, 4CPU x 8Cores, 2.60GHz)",4,8,2340000,"73,125",01-Apr-14
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4620) (Intel Xeon E5-4620, 4CPU x 8Cores, 2.20GHz, L3 16MB)",4,8,1860000,"58,125",01-Oct-12
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4627 v2) (Intel Xeon E5-4627 v2, 4CPU x 8Cores, 3.30GHz)",4,8,2420000,"75,625",01-Mar-14
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4640 V2) (Intel Xeon E5-4640 v2, 4CPU x 10Cores, 2.20GHz)",4,10,2590000,"64,750",01-Mar-14
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4640 v2) (Intel Xeon E5-4640 v2, 4CPU x 10Cores, 2.20GHz)",4,10,2370000,"59,250",01-Mar-14
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4650 v2) (Intel Xeon E5-4650 v2, 4CPU x 10Cores, 2.40GHz)",4,10,2620000,"65,500",01-Mar-14
Huawei,"Huawei - Huawei BH640 V2 (Intel Xeon E5-4650) (Intel Xeon E5-4650, 4CPU x 8Cores, 2.70GHz)",4,8,2340000,"73,125",01-Apr-14
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2603 v2) (Intel Xeon E5-2603 v2, 2CPU x 4Cores, 1.80GHz)",2,4,409000,"51,125",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2618L v2) (Intel Xeon E5-2618L v2, 2CPU x 6Cores, 2.00GHz)",2,6,827000,"68,917",01-Sep-14
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2630) (Intel Xeon E5-2630, 2CPU x 6Cores, 2.30GHz)",2,6,977000,"81,417",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2630L v2) (Intel Xeon E5-2630L v2, 2CPU x 6Cores, 2.40GHz)",2,6,1020000,"85,000",01-Sep-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2637 v2) (Intel Xeon E5-2637 v2, 2CPU x 4Cores, 3.50GHz)",2,4,969000,"121,125",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2640 v2, 2CPU x 8Cores, 2.00GHz)",2,8,1220000,"76,250",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2643 v2) (Intel Xeon E5-2643 v2, 2CPU x 6Cores, 3.50GHz)",2,6,1440000,"120,000",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2650 v2, 2CPU x 8Cores, 2.60GHz)",2,8,1530000,"95,625",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2658 v2, 2CPU x 10Cores, 2.40GHz)",2,10,1680000,"84,000",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2660 v2, 2CPU x 10Cores, 2.20GHz)",2,10,1680000,"84,000",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2667 v2) (Intel Xeon E5-2667 v2, 2CPU x 8Cores, 3.30GHz)",2,8,1820000,"113,750",01-Nov-13
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2680 v2) (Intel Xeon E5-2680 v2, 2CPU x 10Cores, 2.80GHz)",2,10,1920000,"96,000",01-Mar-14
Huawei,"Huawei - Huawei CH121 (Intel Xeon E5-2690 v2) (Intel Xeon E5-2690 v2, 2CPU x 10Cores, 3.00GHz)",2,10,2010000,"100,500",01-Nov-13
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2603 v3) (Intel Xeon E5-2603 v3, 2CPU x 6Cores, 1.60GHz)",2,6,690000,"57,500",01-Sep-14
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2603 v4) (Intel Xeon E5-2603 v4, 2CPU x 6Cores, 1.70GHz)",2,6,731000,"60,917",01-Mar-16
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2609 v3) (Intel Xeon E5-2609 v3, 2CPU x 6Cores, 1.90GHz)",2,6,690000,"57,500",01-Sep-14
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2609 v4) (Intel Xeon E5-2609 v4, 2CPU x 8Cores, 1.70GHz)",2,8,969000,"60,563",01-Mar-16
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2620 v3) (Intel Xeon E5-2620 v3, 2CPU x 6Cores, 2.40GHz)",2,6,1170000,"97,500",01-Sep-14
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2620 v4) (Intel Xeon E5-2620 v4, 2CPU x 8Cores, 2.10GHz)",2,8,1500000,"93,750",01-Mar-16
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2623 v3) (Intel Xeon E5-2623 v3, 2CPU x 4Cores, 3.00GHz)",2,4,939000,"117,375",01-Sep-14
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2623 v4) (Intel Xeon E5-2623 v4, 2CPU x 4Cores, 2.60GHz)",2,4,887000,"110,875",01-Mar-16
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2630 v3) (Intel Xeon E5-2630 v3, 2CPU x 8Cores, 2.40GHz)",2,8,1420000,"88,750",01-Sep-14
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2630 v4) (Intel Xeon E5-2630 v4, 2CPU x 10Cores, 2.20GHz)",2,10,1670000,"83,500",01-Mar-16
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2630L v3) (Intel Xeon E5-2630L v3, 2CPU x 8Cores, 1.80GHz)",2,8,1280000,"80,000",01-Sep-14
Huawei,"Huawei - Huawei CH121 V3 (Intel Xeon E5-2637 v3) (Intel Xeon E5-2637 v3, 2CPU x 4Cores, 3.50GHz)",2,4,1050000,"131,250",01-Sep-14
